,Rec_Id,speaker,timestamp,text,strategy,source,utterance_length,game_id,voted_for,end_role,votes_target,winner
1642,93,clint,55,"But if someone's really the hunter, they're going to kill someone they point at. If they get killed.",['No Strategy'],Ego4D,18,game7 - 2ba4023c-a8bf-43ad-ad5a-80ba222ce990,clint,Werewolf,erin,Werewolves
1643,100,clint,80,"No, Troublemaker was before Drunk, so your card should be underneath where she put the Drunk.",['No Strategy'],Ego4D,16,game7 - 2ba4023c-a8bf-43ad-ad5a-80ba222ce990,clint,Werewolf,erin,Werewolves
1644,102,clint,89,"You're the Drunk now, yeah.",['No Strategy'],Ego4D,5,game7 - 2ba4023c-a8bf-43ad-ad5a-80ba222ce990,clint,Werewolf,erin,Werewolves
1645,107,clint,110,Which means Erin is the werewolf.,['Accusation'],Ego4D,6,game7 - 2ba4023c-a8bf-43ad-ad5a-80ba222ce990,clint,Werewolf,erin,Werewolves
1646,109,clint,117,Unless I'm a Werewolf or Tyler is a Werewolf.,['Accusation'],Ego4D,9,game7 - 2ba4023c-a8bf-43ad-ad5a-80ba222ce990,clint,Werewolf,erin,Werewolves
1647,113,clint,122,Supposedly.,['No Strategy'],Ego4D,1,game7 - 2ba4023c-a8bf-43ad-ad5a-80ba222ce990,clint,Werewolf,erin,Werewolves
1648,115,clint,126,Then you're the Werewolf.,['Accusation'],Ego4D,4,game7 - 2ba4023c-a8bf-43ad-ad5a-80ba222ce990,clint,Werewolf,erin,Werewolves
1649,117,clint,128,"No, but then I swapped you with Erin.  And Erin swapped with the deck. Which, I don't know. I'm confused now.",['Evidence'],Ego4D,21,game7 - 2ba4023c-a8bf-43ad-ad5a-80ba222ce990,clint,Werewolf,erin,Werewolves
1650,119,clint,136,I thought I knew what was happening.,['No Strategy'],Ego4D,7,game7 - 2ba4023c-a8bf-43ad-ad5a-80ba222ce990,clint,Werewolf,erin,Werewolves
1651,122,clint,145,I don't think anyone was the hunter.,['No Strategy'],Ego4D,7,game7 - 2ba4023c-a8bf-43ad-ad5a-80ba222ce990,clint,Werewolf,erin,Werewolves
1652,124,clint,155,The Drunk. ,['No Strategy'],Ego4D,2,game7 - 2ba4023c-a8bf-43ad-ad5a-80ba222ce990,clint,Werewolf,erin,Werewolves
1653,128,clint,166,"Oh no, I got killed.",['No Strategy'],Ego4D,5,game7 - 2ba4023c-a8bf-43ad-ad5a-80ba222ce990,clint,Werewolf,erin,Werewolves
1654,1,chris,0,"Oh, no.",['No Strategy'],Ego4D,2,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1655,3,chris,49,"Oh, I see.",['No Strategy'],Ego4D,3,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1656,5,chris,53,That is-,['No Strategy'],Ego4D,2,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1657,7,chris,54,The doppelganger makes the setup a lot more intense.,['No Strategy'],Ego4D,9,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1658,9,chris,67,"Yeah, pretty much. I might-",['No Strategy'],Ego4D,5,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1659,10,chris,86,"Guys, I can't  I'm going to suggest that maybe we move away from this ",['No Strategy'],Ego4D,14,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1660,14,chris,101,It's just happening again.,['No Strategy'],Ego4D,4,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1661,17,chris,185,This base line is ,['No Strategy'],Ego4D,4,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1662,19,chris,200,"All right. Well, I've got no goddamn clue except that I want to change the disco theme. That's my first proposal.",['No Strategy'],Ego4D,21,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1663,21,chris,213,No. I think ,['No Strategy'],Ego4D,3,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1664,25,chris,217,"Okay, so right away.",['Defense'],Ego4D,4,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1665,30,chris,234,"I thought I heard James opening his eyes and moving around, but obviously it could've been Ashley. They're close enough.","['Accusation', 'Evidence']",Ego4D,20,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1666,32,chris,243,"No, not  Yeah, I heard the skin just rip off. I felt like I disrupted the dancing.","['Defense', 'Evidence']",Ego4D,17,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1667,36,chris,262,"Now, here's the problem, because one of you is lying, because I was the hunter.","['Identity Declaration', 'Accusation']",Ego4D,15,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1668,40,chris,271,You were a doppelganger of a robber?,"['Interrogation', 'Evidence']",Ego4D,7,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1669,42,chris,279,All right.,['No Strategy'],Ego4D,2,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1670,45,chris,288,"I am currently the doppelganger, then.",['Identity Declaration'],Ego4D,6,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1671,49,chris,294,"Okay, so go back to what we were.",['No Strategy'],Ego4D,8,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1672,60,chris,322,"Which is if that's true, then-",['Defense'],Ego4D,6,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1673,62,chris,331,So Ashley robs.,['Evidence'],Ego4D,3,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1674,65,chris,340,"And then you switched these two. No, no,, no. I think that's-",['Evidence'],Ego4D,12,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1675,70,chris,346,"Yeah, I'm the doppelganger.",['Identity Declaration'],Ego4D,4,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1676,72,chris,350,If all of this is-,['No Strategy'],Ego4D,5,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1677,74,chris,355,"James switched first, so I am the doppelganger.","['Identity Declaration', 'Accusation', 'Evidence']",Ego4D,8,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1678,78,chris,365,Okay.,['No Strategy'],Ego4D,1,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1679,81,chris,372,"And Sian's being incredibly quiet again, which means she's probably guilty.","['Accusation', 'Defense']",Ego4D,11,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1680,86,chris,393,"If you're a tanner, you just have to say something suspect, like, ""No, I was the seer.""",['No Strategy'],Ego4D,17,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1681,90,chris,0,Okay.,['No Strategy'],Ego4D,1,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1682,109,chris,40,Generally as the Seer it's best to wait for someone to confirm or deny something that you know for sure. So I'd-,['No Strategy'],Ego4D,22,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1683,111,chris,49,"Yeah. Because you can be like, ""yeah that checks out.""",['No Strategy'],Ego4D,10,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1684,113,chris,53,Because I tried to call Elliot out on being the Hunter.,['Defense'],Ego4D,11,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1685,116,chris,62,"Great. So we're voting, right?",['Call for Action'],Ego4D,5,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1686,119,chris,69,It could be a good Tanner move! You could win as the Tanner with this move!,['No Strategy'],Ego4D,16,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1687,120,chris,73,"Should we just let her win as the Tanner, guys? Comments about...",['Call for Action'],Ego4D,12,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1688,122,chris,77,Anyone else want to debate?,['Interrogation'],Ego4D,5,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1689,125,chris,82,"All right. We could do another ""to the left"" vote?",['Call for Action'],Ego4D,10,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1690,129,chris,99,Werewolve. Yeah.,['No Strategy'],Ego4D,2,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1691,132,chris,103,Yes.,['No Strategy'],Ego4D,1,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1692,136,chris,109,"Okay, well, let's vote now and then decide if we want to keep the Doppelgänger in the game.",['Call for Action'],Ego4D,18,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1693,137,chris,114,So we're all voting for Sian?,['Call for Action'],Ego4D,6,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Doppelganger,ashley,Werewolves
1694,4,sukeshi,53,The doppelganger ,['No Strategy'],Ego4D,2,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1695,6,sukeshi,53,Different from the-,['No Strategy'],Ego4D,3,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1696,8,sukeshi,65,Takes one whole loop on its own.,['No Strategy'],Ego4D,7,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1697,11,sukeshi,92,That's fair.,['No Strategy'],Ego4D,2,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1698,12,sukeshi,92,We've been up here a while.,['No Strategy'],Ego4D,6,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1699,13,sukeshi,100,It's starting to feel like I'm in a Groundhog Day situation.,['No Strategy'],Ego4D,11,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1700,16,sukeshi,145,It's unprofessional.,['No Strategy'],Ego4D,2,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1701,18,sukeshi,192,dancing.,['No Strategy'],Ego4D,1,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1702,20,sukeshi,209,I didn't actually hear or see any shuffling that time.,['Evidence'],Ego4D,10,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1703,22,sukeshi,213,Where's that? What is that?,['Interrogation'],Ego4D,5,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1704,23,sukeshi,213,How do you know?,"['Accusation', 'Interrogation']",Ego4D,4,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1705,29,sukeshi,226,You switched those two? Hillarious.,"['Interrogation', 'Evidence']",Ego4D,5,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1706,43,sukeshi,281,"So you're saying you were the robber. No, you were the ",['Accusation'],Ego4D,11,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1707,48,sukeshi,292,Wait. I wanted to do it in the order.,['No Strategy'],Ego4D,9,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1708,50,sukeshi,295,Yeah.,['No Strategy'],Ego4D,1,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1709,52,sukeshi,298,"Okay, and then doppelganger goes first. Doppelganger does  No, you as the robber.",['No Strategy'],Ego4D,13,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1710,55,sukeshi,309,Which ,['No Strategy'],Ego4D,1,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1711,58,sukeshi,317,So then you look at him.,['No Strategy'],Ego4D,6,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1712,67,sukeshi,342,I'm waiting for more information.,['Defense'],Ego4D,5,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1713,77,sukeshi,362,"I was the seer, and I saw that he was the troublemaker.","['Identity Declaration', 'Evidence']",Ego4D,12,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1714,82,sukeshi,375,Of what?,['Defense'],Ego4D,2,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1715,85,sukeshi,392,"Yeah, if you're a tanner three times in a row...",['No Strategy'],Ego4D,10,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1716,88,sukeshi,399,There it is.,['No Strategy'],Ego4D,3,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1717,92,sukeshi,3,I was the Seer...,['Identity Declaration'],Ego4D,4,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1718,94,sukeshi,4,And I can confirm that you were the Troublemaker.,['Evidence'],Ego4D,9,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1719,104,sukeshi,26,Why would I come out right away as the Seer-,"['Interrogation', 'Defense']",Ego4D,10,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1720,107,sukeshi,33,"Yeah! I just left that shit, all because you took eight minutes to talk about whatever the fuck that was!",['Defense'],Ego4D,20,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1721,110,sukeshi,48,"Yeah, it's a good confirmative thing.",['No Strategy'],Ego4D,6,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1722,112,sukeshi,53,Yeah.,['No Strategy'],Ego4D,1,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1723,114,sukeshi,56,"So Sian is... The Tanner, a Minion, or a Werewolve. Do you have anything to say for yourself?","['Accusation', 'Interrogation']",Ego4D,18,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1724,121,sukeshi,75,Yeah. Let's kill her.,['Call for Action'],Ego4D,4,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1725,123,sukeshi,79,"Nah, I'm good with killing Sian.",['Call for Action'],Ego4D,6,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1726,134,sukeshi,103,What is it supposed to be? It's supposed to be like a...,['No Strategy'],Ego4D,12,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1727,141,sukeshi,122,Are you the Tanner?,['Interrogation'],Ego4D,4,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1728,143,sukeshi,125,Yeah.,['No Strategy'],Ego4D,1,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1729,144,sukeshi,125,So funny!,['No Strategy'],Ego4D,2,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Minion,ashley,Werewolves
1730,24,ashley,215,Because I was the robber.,['Identity Declaration'],Ego4D,5,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Hunter,ashley,Werewolves
1731,31,ashley,241,You can hear me opening my eyes?,"['Accusation', 'Interrogation']",Ego4D,7,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Hunter,ashley,Werewolves
1732,44,ashley,285,"Wait, wait, wait. I was the robber first off.","['Identity Declaration', 'Evidence']",Ego4D,9,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Hunter,ashley,Werewolves
1733,51,ashley,296,"Yeah, so this is what we started out as.",['No Strategy'],Ego4D,9,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Hunter,ashley,Werewolves
1734,57,ashley,315,Welcome to being a werewolf the majority.,['No Strategy'],Ego4D,7,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Hunter,ashley,Werewolves
1735,63,ashley,332,So I'm still the robber after all the shenanigans.,['Identity Declaration'],Ego4D,9,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Hunter,ashley,Werewolves
1736,68,ashley,344,You're either the...,['No Strategy'],Ego4D,3,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Hunter,ashley,Werewolves
1737,71,ashley,348,You're the doppelganger. He's the hunter.,['Accusation'],Ego4D,6,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Hunter,ashley,Werewolves
1738,73,ashley,352,"Because I switched these, then he.... Wait.",['Evidence'],Ego4D,7,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Hunter,ashley,Werewolves
1739,75,ashley,357,"Yeah, I switched these, then he switched us back.",['Evidence'],Ego4D,9,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Hunter,ashley,Werewolves
1740,79,ashley,365,So all of this checks out.,['Interrogation'],Ego4D,6,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Hunter,ashley,Werewolves
1741,84,ashley,376,"Oh, my god. If you got tanner, I would feel worse for you than I do for being a werewolf for the majority of the day.",['No Strategy'],Ego4D,26,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Hunter,ashley,Werewolves
1742,99,ashley,14,"No, I thought...",['Defense'],Ego4D,3,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Hunter,ashley,Werewolves
1743,101,ashley,23,She is bad.,['Accusation'],Ego4D,3,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Hunter,ashley,Werewolves
1744,103,ashley,25,She's bad.,['Accusation'],Ego4D,2,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Hunter,ashley,Werewolves
1745,26,elliot,219,Can confirm.,"['Accusation', 'Call for Action']",Ego4D,2,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Werewolf,ashley,Werewolves
1746,28,elliot,226,I was the troublemaker.,['Identity Declaration'],Ego4D,4,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Werewolf,ashley,Werewolves
1747,38,elliot,269,I didn't see the cards. I only swapped them.,"['Defense', 'Evidence']",Ego4D,9,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Werewolf,ashley,Werewolves
1748,91,elliot,2,So you were the Seer and you can ,['Accusation'],Ego4D,8,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Werewolf,ashley,Werewolves
1749,93,elliot,3,Okay.,['No Strategy'],Ego4D,1,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Werewolf,ashley,Werewolves
1750,95,elliot,6,"Sian, what are you?",['Interrogation'],Ego4D,4,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Werewolf,ashley,Werewolves
1751,106,elliot,28,"Yeah, I feel like the Seer is something... is really risky to give that info early into the game.",['No Strategy'],Ego4D,19,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Werewolf,ashley,Werewolves
1752,108,elliot,40,"Well, I'm just saying...",['No Strategy'],Ego4D,4,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Werewolf,ashley,Werewolves
1753,138,elliot,115,Armies up! Everyone.,['Call for Action'],Ego4D,3,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Werewolf,ashley,Werewolves
1754,139,elliot,117,Three! Two! One! Vote!,['Call for Action'],Ego4D,4,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Werewolf,ashley,Werewolves
1755,33,james,253,"This game is the more you played, the more it weighted against the werewolves it becomes.",['No Strategy'],Ego4D,16,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1756,35,james,256,We all shared information too easily to make it easier for the werewolf.,['Evidence'],Ego4D,13,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1757,37,james,267,"I know you were the hunter, because-","['Defense', 'Evidence']",Ego4D,7,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1758,39,james,270,... I was somebody that took your card.,['Evidence'],Ego4D,8,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1759,41,james,276,"Again, for the second time in a row.",['Evidence'],Ego4D,8,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1760,46,james,290,Yeah.,"['Defense', 'Evidence']",Ego4D,1,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1761,53,james,306,What Ashley does.,['No Strategy'],Ego4D,3,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1762,54,james,307,And then I take your action.,['No Strategy'],Ego4D,6,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1763,56,james,310,I go... Because it's the same thing I had last game. ,['No Strategy'],Ego4D,11,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1764,59,james,321,Chris was the hunter.,"['Accusation', 'Evidence']",Ego4D,4,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1765,61,james,324,And then Ashley robs me and then Elliott switched me and Ashley back.,"['Defense', 'Evidence']",Ego4D,13,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1766,64,james,339,"Yeah, after all the shenanigans.",['Defense'],Ego4D,5,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1767,66,james,340,So who are you two?,['Interrogation'],Ego4D,5,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1768,69,james,345,You're the doppelganger.,['Accusation'],Ego4D,3,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1769,76,james,359,Which is fucking hilarious.,['No Strategy'],Ego4D,4,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1770,80,james,367,Wait. Does that check out for Sukeshi? She's just repeating information that has already been put out there.,"['Accusation', 'Interrogation', 'Defense']",Ego4D,18,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1771,87,james,399,I robbed you last time.,['Evidence'],Ego4D,5,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1772,89,james,401,Nope. Yes.,['No Strategy'],Ego4D,2,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1773,97,james,8,How are we going to kill Sian?,['Call for Action'],Ego4D,7,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1774,98,james,14,Unless Sian is a Minion. Trying to ,['Accusation'],Ego4D,7,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1775,100,james,21,"Because Sukeshi been claiming to be the Seer, until Elliot got up and said...","['Accusation', 'Defense']",Ego4D,14,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1776,102,james,24,He was the Troublemaker.,['Accusation'],Ego4D,4,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1777,105,james,28,So I just can pretend to be some...,['No Strategy'],Ego4D,8,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1778,118,james,67,"This could be a good Tanner move, just... ",['No Strategy'],Ego4D,8,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1779,124,james,79,"I mean, she really wants to die.",['Accusation'],Ego4D,7,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1780,127,james,91,"Yeah. Maybe we remove the Doppelgänger, because it can get a little po-",['No Strategy'],Ego4D,13,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1781,128,james,96,"I wish the- I really, as the Doppelgänger, want to be a Werewolve.",['Identity Declaration'],Ego4D,13,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1782,131,james,99,To completely flip the tables.,['No Strategy'],Ego4D,5,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1783,135,james,105,Yes. Why do I get the Robber twice now in a row as Doppelgänger?,['Identity Declaration'],Ego4D,14,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,ashley,Robber,ashley,Werewolves
1784,96,sian,8,No comment.,['Defense'],Ego4D,2,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,ashley,Werewolves
1785,115,sian,61,No comment.,['Defense'],Ego4D,2,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,ashley,Werewolves
1786,117,sian,63,I was sleeping soundly throughout the whole night.,"['Defense', 'Evidence']",Ego4D,8,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,ashley,Werewolves
1787,126,sian,87,"It's just, it's really diffi- like, real talk, once you've figured out all four roles that are the good guys?",['No Strategy'],Ego4D,20,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,ashley,Werewolves
1788,130,sian,99,Yeah.,['No Strategy'],Ego4D,1,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,ashley,Werewolves
1789,133,sian,103,Yeah.,['No Strategy'],Ego4D,1,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,ashley,Werewolves
1790,140,sian,122,Why?,"['Interrogation', 'Defense']",Ego4D,1,game8 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,ashley,Werewolves
